[2025-08-25T16:06:21.555+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2025-08-25T16:06:21.615+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: daily_generate_orders.load_csv_to_postgres manual__2025-08-25T16:06:17.267720+00:00 [queued]>
[2025-08-25T16:06:21.626+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: daily_generate_orders.load_csv_to_postgres manual__2025-08-25T16:06:17.267720+00:00 [queued]>
[2025-08-25T16:06:21.627+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 1
[2025-08-25T16:06:21.644+0000] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): load_csv_to_postgres> on 2025-08-25 16:06:17.267720+00:00
[2025-08-25T16:06:21.654+0000] {warnings.py:112} WARNING - /home/airflow/.local/lib/python3.12/site-packages/airflow/task/task_runner/standard_task_runner.py:62: DeprecationWarning: This process (pid=889) is multi-threaded, use of fork() may lead to deadlocks in the child.
  pid = os.fork()

[2025-08-25T16:06:21.655+0000] {standard_task_runner.py:64} INFO - Started process 891 to run task
[2025-08-25T16:06:21.663+0000] {standard_task_runner.py:90} INFO - Running: ['airflow', 'tasks', 'run', 'daily_generate_orders', 'load_csv_to_postgres', 'manual__2025-08-25T16:06:17.267720+00:00', '--job-id', '552', '--raw', '--subdir', 'DAGS_FOLDER/generate_fake_shop_csv.py', '--cfg-path', '/tmp/tmp7d8lni5j']
[2025-08-25T16:06:21.670+0000] {standard_task_runner.py:91} INFO - Job 552: Subtask load_csv_to_postgres
[2025-08-25T16:06:21.694+0000] {warnings.py:112} WARNING - /home/airflow/.local/lib/python3.12/site-packages/airflow/settings.py:195: DeprecationWarning: The sql_alchemy_conn option in [core] has been moved to the sql_alchemy_conn option in [database] - the old setting has been used, but please update your config.
  SQL_ALCHEMY_CONN = conf.get("database", "SQL_ALCHEMY_CONN")

[2025-08-25T16:06:21.753+0000] {task_command.py:426} INFO - Running <TaskInstance: daily_generate_orders.load_csv_to_postgres manual__2025-08-25T16:06:17.267720+00:00 [running]> on host b5ea13053d47
[2025-08-25T16:06:23.408+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу customers
[2025-08-25T16:06:23.424+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу customers
[2025-08-25T16:06:23.440+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу customers
[2025-08-25T16:06:23.456+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу customers
[2025-08-25T16:06:23.474+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу customers
[2025-08-25T16:06:23.490+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу customers
[2025-08-25T16:06:23.506+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу customers
[2025-08-25T16:06:23.522+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу customers
[2025-08-25T16:06:23.540+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу customers
[2025-08-25T16:06:23.556+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу customers
[2025-08-25T16:06:23.572+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу customers
[2025-08-25T16:06:23.590+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу customers
[2025-08-25T16:06:23.610+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу customers
[2025-08-25T16:06:23.630+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу customers
[2025-08-25T16:06:23.650+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу customers
[2025-08-25T16:06:23.672+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу customers
[2025-08-25T16:06:23.688+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу customers
[2025-08-25T16:06:23.705+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу customers
[2025-08-25T16:06:23.723+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу customers
[2025-08-25T16:06:23.741+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу customers
[2025-08-25T16:06:23.819+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу customers
[2025-08-25T16:06:23.841+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу customers
[2025-08-25T16:06:23.872+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу orders
[2025-08-25T16:06:23.891+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу orders
[2025-08-25T16:06:23.941+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу orders
[2025-08-25T16:06:23.966+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу orders
[2025-08-25T16:06:24.014+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу orders
[2025-08-25T16:06:24.073+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу orders
[2025-08-25T16:06:24.089+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу orders
[2025-08-25T16:06:24.108+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу orders
[2025-08-25T16:06:24.125+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу orders
[2025-08-25T16:06:24.142+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу orders
[2025-08-25T16:06:24.158+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу orders
[2025-08-25T16:06:24.176+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу orders
[2025-08-25T16:06:24.193+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу orders
[2025-08-25T16:06:24.219+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу orders
[2025-08-25T16:06:24.235+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу orders
[2025-08-25T16:06:24.252+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу orders
[2025-08-25T16:06:24.270+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу orders
[2025-08-25T16:06:24.288+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу orders
[2025-08-25T16:06:24.304+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу orders
[2025-08-25T16:06:24.324+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу orders
[2025-08-25T16:06:24.349+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу orders
[2025-08-25T16:06:24.366+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу orders
[2025-08-25T16:06:24.390+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу orders
[2025-08-25T16:06:24.419+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу orders
[2025-08-25T16:06:24.443+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу orders
[2025-08-25T16:06:24.469+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу orders
[2025-08-25T16:06:24.490+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу orders
[2025-08-25T16:06:24.506+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу orders
[2025-08-25T16:06:24.523+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу orders
[2025-08-25T16:06:24.540+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу orders
[2025-08-25T16:06:24.559+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу orders
[2025-08-25T16:06:24.588+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу orders
[2025-08-25T16:06:24.604+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу orders
[2025-08-25T16:06:24.622+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу orders
[2025-08-25T16:06:24.643+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу orders
[2025-08-25T16:06:24.661+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу orders
[2025-08-25T16:06:24.678+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу orders
[2025-08-25T16:06:24.692+0000] {logging_mixin.py:188} INFO - ✅ Загружено 213 новых строк в таблицу orders
[2025-08-25T16:06:24.715+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу products
[2025-08-25T16:06:24.748+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу products
[2025-08-25T16:06:24.779+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу products
[2025-08-25T16:06:24.814+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу products
[2025-08-25T16:06:24.851+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу products
[2025-08-25T16:06:24.919+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу order_items
[2025-08-25T16:06:24.950+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу order_items
[2025-08-25T16:06:24.981+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу order_items
[2025-08-25T16:06:25.009+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу order_items
[2025-08-25T16:06:25.036+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу order_items
[2025-08-25T16:06:25.063+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу order_items
[2025-08-25T16:06:25.090+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу order_items
[2025-08-25T16:06:25.116+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу order_items
[2025-08-25T16:06:25.142+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу order_items
[2025-08-25T16:06:25.162+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу order_items
[2025-08-25T16:06:25.182+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу order_items
[2025-08-25T16:06:25.202+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу order_items
[2025-08-25T16:06:25.257+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу order_items
[2025-08-25T16:06:25.306+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу order_items
[2025-08-25T16:06:25.352+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу order_items
[2025-08-25T16:06:25.377+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу order_items
[2025-08-25T16:06:25.422+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу order_items
[2025-08-25T16:06:25.471+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу order_items
[2025-08-25T16:06:25.516+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу order_items
[2025-08-25T16:06:25.546+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу order_items
[2025-08-25T16:06:25.575+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу order_items
[2025-08-25T16:06:25.610+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу order_items
[2025-08-25T16:06:25.648+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу order_items
[2025-08-25T16:06:25.677+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу order_items
[2025-08-25T16:06:25.702+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу order_items
[2025-08-25T16:06:25.727+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу order_items
[2025-08-25T16:06:25.747+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу order_items
[2025-08-25T16:06:25.826+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу order_items
[2025-08-25T16:06:25.888+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу order_items
[2025-08-25T16:06:25.941+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу order_items
[2025-08-25T16:06:25.984+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу order_items
[2025-08-25T16:06:26.022+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу order_items
[2025-08-25T16:06:26.059+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу order_items
[2025-08-25T16:06:26.094+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу order_items
[2025-08-25T16:06:26.126+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу order_items
[2025-08-25T16:06:26.160+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу order_items
[2025-08-25T16:06:26.215+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу order_items
[2025-08-25T16:06:26.265+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу order_items
[2025-08-25T16:06:26.310+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу order_items
[2025-08-25T16:06:26.368+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу order_items
[2025-08-25T16:06:26.404+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу order_items
[2025-08-25T16:06:26.438+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу order_items
[2025-08-25T16:06:26.505+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу order_items
[2025-08-25T16:06:26.555+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу order_items
[2025-08-25T16:06:26.584+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу order_items
[2025-08-25T16:06:26.604+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу order_items
[2025-08-25T16:06:26.624+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу order_items
[2025-08-25T16:06:26.674+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу order_items
[2025-08-25T16:06:26.706+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу order_items
[2025-08-25T16:06:26.735+0000] {logging_mixin.py:188} INFO - ✅ Загружено 400 новых строк в таблицу order_items
[2025-08-25T16:06:26.743+0000] {logging_mixin.py:188} INFO - ✅ Загружено 30 новых строк в таблицу order_items
[2025-08-25T16:06:26.757+0000] {logging_mixin.py:188} INFO - ✅ Загружено 100 новых строк в таблицу suppliers
[2025-08-25T16:06:26.779+0000] {taskinstance.py:441} INFO - ::group::Post task execution logs
[2025-08-25T16:06:26.780+0000] {taskinstance.py:2905} ERROR - Task failed with exception
Traceback (most recent call last):
  File "/home/airflow/.local/lib/python3.12/site-packages/sqlalchemy/engine/base.py", line 1890, in _execute_context
    self.dialect.do_executemany(
  File "/home/airflow/.local/lib/python3.12/site-packages/sqlalchemy/dialects/postgresql/psycopg2.py", line 982, in do_executemany
    context._psycopg2_fetched_rows = xtras.execute_values(
                                     ^^^^^^^^^^^^^^^^^^^^^
  File "/home/airflow/.local/lib/python3.12/site-packages/psycopg2/extras.py", line 1299, in execute_values
    cur.execute(b''.join(parts))
psycopg2.errors.DatatypeMismatch: column "payment_date" is of type date but expression is of type numeric
LINE 1: ...VALUES (1, 1, 'Credit Card', 232.15, 'Completed', 272.662588...
                                                             ^
HINT:  You will need to rewrite or cast the expression.


The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "/home/airflow/.local/lib/python3.12/site-packages/airflow/models/taskinstance.py", line 465, in _execute_task
    result = _execute_callable(context=context, **execute_callable_kwargs)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/airflow/.local/lib/python3.12/site-packages/airflow/models/taskinstance.py", line 432, in _execute_callable
    return execute_callable(context=context, **execute_callable_kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/airflow/.local/lib/python3.12/site-packages/airflow/models/baseoperator.py", line 401, in wrapper
    return func(self, *args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/airflow/.local/lib/python3.12/site-packages/airflow/operators/python.py", line 235, in execute
    return_value = self.execute_callable()
                   ^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/airflow/.local/lib/python3.12/site-packages/airflow/operators/python.py", line 252, in execute_callable
    return self.python_callable(*self.op_args, **self.op_kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/airflow/dags/generate_fake_shop_csv.py", line 154, in load_csv_to_postgres
    chunk.to_sql(table_name, engine, if_exists="append", index=False, dtype=dtype_mapping)
  File "/home/airflow/.local/lib/python3.12/site-packages/pandas/util/_decorators.py", line 333, in wrapper
    return func(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^
  File "/home/airflow/.local/lib/python3.12/site-packages/pandas/core/generic.py", line 3008, in to_sql
    return sql.to_sql(
           ^^^^^^^^^^^
  File "/home/airflow/.local/lib/python3.12/site-packages/pandas/io/sql.py", line 788, in to_sql
    return pandas_sql.to_sql(
           ^^^^^^^^^^^^^^^^^^
  File "/home/airflow/.local/lib/python3.12/site-packages/pandas/io/sql.py", line 1958, in to_sql
    total_inserted = sql_engine.insert_records(
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/airflow/.local/lib/python3.12/site-packages/pandas/io/sql.py", line 1507, in insert_records
    raise err
  File "/home/airflow/.local/lib/python3.12/site-packages/pandas/io/sql.py", line 1498, in insert_records
    return table.insert(chunksize=chunksize, method=method)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/airflow/.local/lib/python3.12/site-packages/pandas/io/sql.py", line 1059, in insert
    num_inserted = exec_insert(conn, keys, chunk_iter)
                   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/airflow/.local/lib/python3.12/site-packages/pandas/io/sql.py", line 951, in _execute_insert
    result = conn.execute(self.table.insert(), data)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/airflow/.local/lib/python3.12/site-packages/sqlalchemy/engine/base.py", line 1385, in execute
    return meth(self, multiparams, params, _EMPTY_EXECUTION_OPTS)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/airflow/.local/lib/python3.12/site-packages/sqlalchemy/sql/elements.py", line 334, in _execute_on_connection
    return connection._execute_clauseelement(
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/airflow/.local/lib/python3.12/site-packages/sqlalchemy/engine/base.py", line 1577, in _execute_clauseelement
    ret = self._execute_context(
